BaseYear,Year,Month,State,Sector,Group,SubGroup,Index,Inflation (%)
2012,2024,November,Mizoram,Rural,"Pan, Tobacco and Intoxicants",*,235,5.9
2012,2024,November,Mizoram,Rural,Clothing and Footwear,*,228.6,-3.63
2012,2024,November,Mizoram,Rural,Fuel and Light,*,189.6,-5.25
2012,2024,November,Mizoram,Rural,Miscellaneous,*,201.9,8.08
2012,2024,November,Mizoram,Urban,Food and Beverages,*,200.9,6.52
2012,2024,November,Mizoram,Urban,"Pan, Tobacco and Intoxicants",*,220.1,2.28
2012,2024,November,Mizoram,Urban,Clothing and Footwear,*,139.8,2.87
2012,2024,November,Mizoram,Urban,Fuel and Light,*,238.9,-0.13
2012,2024,November,Mizoram,Urban,Miscellaneous,*,160,3.96
2012,2024,November,Nagaland,Combined,Food and Beverages,*,206.5,8.91
2012,2024,November,Nagaland,Combined,"Pan, Tobacco and Intoxicants",*,228.4,-0.74
2012,2024,November,Nagaland,Combined,Clothing and Footwear,*,169.7,-0.47
2012,2024,November,Nagaland,Combined,Fuel and Light,*,224.7,-3.81
2012,2024,November,Nagaland,Combined,Miscellaneous,*,181.4,2.6
2012,2024,November,Nagaland,Rural,Food and Beverages,*,208.5,8.88
2012,2024,November,Nagaland,Rural,"Pan, Tobacco and Intoxicants",*,228,-0.22
2012,2024,November,Nagaland,Rural,Clothing and Footwear,*,163.4,-1.68
2012,2024,November,Nagaland,Rural,Fuel and Light,*,242.9,-3.38
2012,2024,November,Nagaland,Rural,Miscellaneous,*,186.9,3.66
2012,2024,November,Nagaland,Urban,Food and Beverages,*,203.1,8.9
2012,2024,November,Nagaland,Urban,"Pan, Tobacco and Intoxicants",*,229.3,-1.84
2012,2024,November,Nagaland,Urban,Clothing and Footwear,*,179.8,1.35
2012,2024,November,Nagaland,Urban,Fuel and Light,*,193.5,-4.73
2012,2024,November,Nagaland,Urban,Miscellaneous,*,173.3,0.99
2012,2024,November,Odisha,Combined,Food and Beverages,Cereals and Products,204.2,9.73
2012,2024,November,Odisha,Combined,Food and Beverages,Meat and Fish,211.1,1.88
2012,2024,November,Odisha,Combined,Food and Beverages,Egg,202.4,3.69
2012,2024,November,Odisha,Combined,Food and Beverages,Fruits,207.6,8.86
2012,2024,November,Odisha,Combined,Food and Beverages,Vegetables,275.8,30.59
2012,2024,November,Odisha,Combined,Food and Beverages,Pulses and Products,216.2,3.3
2012,2024,November,Odisha,Combined,Food and Beverages,Spices,213.7,-10.55
2012,2024,November,Odisha,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",194.2,2.59
2012,2024,November,Odisha,Combined,Food and Beverages,Non-alcoholic Beverages,154.4,-1.47
2012,2024,November,Odisha,Combined,Food and Beverages,*,213.8,10.32
2012,2024,November,Odisha,Combined,"Pan, Tobacco and Intoxicants",*,212,0.09
2012,2024,November,Odisha,Combined,Clothing and Footwear,Clothing,196.7,2.66
2012,2024,November,Odisha,Combined,Clothing and Footwear,Footwear,186,2.37
2012,2024,November,Odisha,Combined,Clothing and Footwear,*,195.5,2.62
2012,2024,November,Odisha,Combined,Fuel and Light,*,189.8,-1.76
2012,2024,November,Odisha,Combined,Miscellaneous,Household Goods and Services,173.2,2.97
2012,2024,November,Odisha,Combined,Miscellaneous,Health,194.2,6.18
2012,2024,November,Odisha,Combined,Miscellaneous,Transport and Communication,175.8,3.84
2012,2024,November,Odisha,Combined,Miscellaneous,Education,185.1,3.76
2012,2024,November,Odisha,Combined,Miscellaneous,*,185.7,4.86
2012,2024,November,Odisha,Rural,Food and Beverages,Cereals and Products,206.7,10.53
2012,2024,November,Odisha,Rural,Food and Beverages,Meat and Fish,212.2,2.07
2012,2024,November,Odisha,Rural,Food and Beverages,Egg,207.3,4.17
2012,2024,November,Odisha,Rural,Food and Beverages,Fruits,209.3,9.98
2012,2024,November,Odisha,Rural,Food and Beverages,Vegetables,267.2,29.9
2012,2024,November,Odisha,Rural,Food and Beverages,Pulses and Products,214.2,3.93
2012,2024,November,Odisha,Rural,Food and Beverages,Spices,217.7,-10.23
2012,2024,November,Odisha,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",192.1,2.56
2012,2024,November,Odisha,Rural,Food and Beverages,Non-alcoholic Beverages,158.5,-1.49
2012,2024,November,Odisha,Rural,Food and Beverages,*,213.8,10.72
2012,2024,November,Odisha,Rural,"Pan, Tobacco and Intoxicants",*,208.6,0.05
2012,2024,November,Odisha,Rural,Clothing and Footwear,Clothing,196.7,2.88
2012,2024,November,Odisha,Rural,Clothing and Footwear,Footwear,192,2.24
2012,2024,November,Odisha,Rural,Clothing and Footwear,*,196.2,2.78
2012,2024,November,Odisha,Rural,Fuel and Light,*,194.7,-0.36
2012,2024,November,Odisha,Rural,Miscellaneous,Household Goods and Services,172.3,2.56
2012,2024,November,Odisha,Rural,Miscellaneous,Health,194.3,6.64
2012,2024,November,Odisha,Rural,Miscellaneous,Transport and Communication,187.9,4.85
2012,2024,November,Odisha,Rural,Miscellaneous,Education,182.6,2.7
2012,2024,November,Odisha,Rural,Miscellaneous,*,188.2,4.85
2012,2024,November,Odisha,Urban,Food and Beverages,Cereals and Products,192.5,5.77
2012,2024,November,Odisha,Urban,Food and Beverages,Meat and Fish,206.9,1.12
2012,2024,November,Odisha,Urban,Food and Beverages,Egg,181.7,1.51
2012,2024,November,Odisha,Urban,Food and Beverages,Fruits,203,5.95
2012,2024,November,Odisha,Urban,Food and Beverages,Vegetables,315.7,33.43
2012,2024,November,Odisha,Urban,Food and Beverages,Pulses and Products,225.1,0.85
2012,2024,November,Odisha,Urban,Food and Beverages,Spices,195.6,-12.13
2012,2024,November,Odisha,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",198.7,2.53
2012,2024,November,Odisha,Urban,Food and Beverages,Non-alcoholic Beverages,139.9,-1.41
2012,2024,November,Odisha,Urban,Food and Beverages,*,213.8,8.69
2012,2024,November,Odisha,Urban,"Pan, Tobacco and Intoxicants",*,229,0.26
2012,2024,November,Odisha,Urban,Clothing and Footwear,Clothing,196.8,2.07
2012,2024,November,Odisha,Urban,Clothing and Footwear,Footwear,171,2.7
2012,2024,November,Odisha,Urban,Clothing and Footwear,*,193.5,2.16
2012,2024,November,Odisha,Urban,Fuel and Light,*,168.8,-8.26
2012,2024,November,Odisha,Urban,Miscellaneous,Household Goods and Services,175.5,4.09
2012,2024,November,Odisha,Urban,Miscellaneous,Health,193.7,4.31
2012,2024,November,Odisha,Urban,Miscellaneous,Transport and Communication,157.2,2.01
2012,2024,November,Odisha,Urban,Miscellaneous,Education,187.9,4.97
2012,2024,November,Odisha,Urban,Miscellaneous,*,180.2,4.89
2012,2024,November,Puducherry,Combined,Food and Beverages,*,216.9,7.54
2012,2024,November,Puducherry,Combined,"Pan, Tobacco and Intoxicants",*,217.6,0.6
2012,2024,November,Puducherry,Combined,Clothing and Footwear,*,214.4,2.73
2012,2024,November,Puducherry,Combined,Fuel and Light,*,250.4,5.65
2012,2024,November,Puducherry,Combined,Miscellaneous,*,184.8,5.96
2012,2024,November,Puducherry,Rural,Food and Beverages,*,220.7,9.04
2012,2024,November,Puducherry,Rural,"Pan, Tobacco and Intoxicants",*,231.1,1.81
2012,2024,November,Puducherry,Rural,Clothing and Footwear,*,237.2,3.09
2012,2024,November,Puducherry,Rural,Fuel and Light,*,221.4,8
2012,2024,November,Puducherry,Rural,Miscellaneous,*,186.3,5.73
2012,2024,November,Puducherry,Urban,Food and Beverages,*,215.1,6.8
2012,2024,November,Puducherry,Urban,"Pan, Tobacco and Intoxicants",*,208.7,-0.24
2012,2024,November,Puducherry,Urban,Clothing and Footwear,*,204.4,2.56
2012,2024,November,Puducherry,Urban,Fuel and Light,*,264.4,4.71
2012,2024,November,Puducherry,Urban,Miscellaneous,*,184.3,6.04
2012,2024,November,Punjab,Combined,Food and Beverages,Cereals and Products,191.3,6.51
2012,2024,November,Punjab,Combined,Food and Beverages,Meat and Fish,228.3,3.26
2012,2024,November,Punjab,Combined,Food and Beverages,Egg,196.4,6.28
2012,2024,November,Punjab,Combined,Food and Beverages,Fruits,176.6,3.58
2012,2024,November,Punjab,Combined,Food and Beverages,Vegetables,287.7,22.11
2012,2024,November,Punjab,Combined,Food and Beverages,Pulses and Products,195.5,8.01
2012,2024,November,Punjab,Combined,Food and Beverages,Spices,225.5,-3.05
2012,2024,November,Punjab,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",202,4.23
2012,2024,November,Punjab,Combined,Food and Beverages,Non-alcoholic Beverages,167.2,1.21
2012,2024,November,Punjab,Combined,Food and Beverages,*,199,6.65
2012,2024,November,Punjab,Combined,"Pan, Tobacco and Intoxicants",*,207.4,6.8
2012,2024,November,Punjab,Combined,Clothing and Footwear,Clothing,213.1,3.65
2012,2024,November,Punjab,Combined,Clothing and Footwear,Footwear,195.3,3.55
2012,2024,November,Punjab,Combined,Clothing and Footwear,*,209.9,3.65
2012,2024,November,Punjab,Combined,Fuel and Light,*,150.5,0.87
2012,2024,November,Punjab,Combined,Miscellaneous,Household Goods and Services,186.2,4.43
2012,2024,November,Punjab,Combined,Miscellaneous,Health,193.4,3.42
2012,2024,November,Punjab,Combined,Miscellaneous,Transport and Communication,166.8,2.9
2012,2024,November,Punjab,Combined,Miscellaneous,Education,200.8,2.61
2012,2024,November,Punjab,Combined,Miscellaneous,*,184.8,3.47
2012,2024,November,Punjab,Rural,Food and Beverages,Cereals and Products,193.7,8.7
2012,2024,November,Punjab,Rural,Food and Beverages,Meat and Fish,236.8,5.76
2012,2024,November,Punjab,Rural,Food and Beverages,Egg,179.8,1.58
2012,2024,November,Punjab,Rural,Food and Beverages,Fruits,171.1,6.08
2012,2024,November,Punjab,Rural,Food and Beverages,Vegetables,263.8,21.45
2012,2024,November,Punjab,Rural,Food and Beverages,Pulses and Products,192.6,9.37
2012,2024,November,Punjab,Rural,Food and Beverages,Spices,225.5,-4.04
2012,2024,November,Punjab,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",193.2,4.15
2012,2024,November,Punjab,Rural,Food and Beverages,Non-alcoholic Beverages,168.9,-1.11
2012,2024,November,Punjab,Rural,Food and Beverages,*,193.4,6.91
2012,2024,November,Punjab,Rural,"Pan, Tobacco and Intoxicants",*,211.2,5.65
2012,2024,November,Punjab,Rural,Clothing and Footwear,Clothing,221.8,4.33
2012,2024,November,Punjab,Rural,Clothing and Footwear,Footwear,203.8,4.3
2012,2024,November,Punjab,Rural,Clothing and Footwear,*,218.5,4.35
2012,2024,November,Punjab,Rural,Fuel and Light,*,162.1,2.79
2012,2024,November,Punjab,Rural,Miscellaneous,Household Goods and Services,191.3,2.63
2012,2024,November,Punjab,Rural,Miscellaneous,Health,191.7,1.91
2012,2024,November,Punjab,Rural,Miscellaneous,Transport and Communication,172.5,3.17
2012,2024,November,Punjab,Rural,Miscellaneous,Education,210.1,2.44
2012,2024,November,Punjab,Rural,Miscellaneous,*,189.7,3.27
2012,2024,November,Punjab,Urban,Food and Beverages,Cereals and Products,187.7,3.3
2012,2024,November,Punjab,Urban,Food and Beverages,Meat and Fish,219.1,0.5
2012,2024,November,Punjab,Urban,Food and Beverages,Egg,212.6,10.5
2012,2024,November,Punjab,Urban,Food and Beverages,Fruits,183,1.05
2012,2024,November,Punjab,Urban,Food and Beverages,Vegetables,325.8,22.99
2012,2024,November,Punjab,Urban,Food and Beverages,Pulses and Products,200,6.04
2012,2024,November,Punjab,Urban,Food and Beverages,Spices,225.4,-1.49
2012,2024,November,Punjab,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",214.6,4.38
2012,2024,November,Punjab,Urban,Food and Beverages,Non-alcoholic Beverages,164.8,5.04
2012,2024,November,Punjab,Urban,Food and Beverages,*,207.9,6.29
2012,2024,November,Punjab,Urban,"Pan, Tobacco and Intoxicants",*,199,9.52
2012,2024,November,Punjab,Urban,Clothing and Footwear,Clothing,199.9,2.51
2012,2024,November,Punjab,Urban,Clothing and Footwear,Footwear,182.1,2.25
2012,2024,November,Punjab,Urban,Clothing and Footwear,*,196.7,2.45
2012,2024,November,Punjab,Urban,Fuel and Light,*,133.2,-2.35
2012,2024,November,Punjab,Urban,Miscellaneous,Household Goods and Services,179.3,7.17
2012,2024,November,Punjab,Urban,Miscellaneous,Health,196.3,6.11
2012,2024,November,Punjab,Urban,Miscellaneous,Transport and Communication,159,2.51
2012,2024,November,Punjab,Urban,Miscellaneous,Education,190.8,2.86
2012,2024,November,Punjab,Urban,Miscellaneous,*,178.1,3.79
2012,2024,November,Rajasthan,Combined,Food and Beverages,Cereals and Products,206.8,7.65
2012,2024,November,Rajasthan,Combined,Food and Beverages,Meat and Fish,223.1,3.77
2012,2024,November,Rajasthan,Combined,Food and Beverages,Egg,184.2,4.84
2012,2024,November,Rajasthan,Combined,Food and Beverages,Fruits,179.9,4.84
2012,2024,November,Rajasthan,Combined,Food and Beverages,Vegetables,306.1,32.57
2012,2024,November,Rajasthan,Combined,Food and Beverages,Pulses and Products,200.7,7.27
2012,2024,November,Rajasthan,Combined,Food and Beverages,Spices,233,-12.27
2012,2024,November,Rajasthan,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",198.6,4.53
2012,2024,November,Rajasthan,Combined,Food and Beverages,Non-alcoholic Beverages,175.5,4.15
2012,2024,November,Rajasthan,Combined,Food and Beverages,*,204.2,7.02
2012,2024,November,Rajasthan,Combined,"Pan, Tobacco and Intoxicants",*,205.5,4.58
2012,2024,November,Rajasthan,Combined,Clothing and Footwear,Clothing,196.7,1.71
2012,2024,November,Rajasthan,Combined,Clothing and Footwear,Footwear,184.9,0.16
2012,2024,November,Rajasthan,Combined,Clothing and Footwear,*,194.7,1.46
2012,2024,November,Rajasthan,Combined,Fuel and Light,*,158.9,-0.13
2012,2024,November,Rajasthan,Combined,Miscellaneous,Household Goods and Services,190.5,2.2
2012,2024,November,Rajasthan,Combined,Miscellaneous,Health,197.1,2.87
2012,2024,November,Rajasthan,Combined,Miscellaneous,Transport and Communication,167.3,1.52
2012,2024,November,Rajasthan,Combined,Miscellaneous,Education,202.2,5.15
2012,2024,November,Rajasthan,Combined,Miscellaneous,*,186.2,3.44
2012,2024,November,Rajasthan,Rural,Food and Beverages,Cereals and Products,206.6,8.28
2012,2024,November,Rajasthan,Rural,Food and Beverages,Meat and Fish,222.5,4.02
2012,2024,November,Rajasthan,Rural,Food and Beverages,Egg,185.8,4.38
2012,2024,November,Rajasthan,Rural,Food and Beverages,Fruits,179.1,2.81
2012,2024,November,Rajasthan,Rural,Food and Beverages,Vegetables,291.8,32.58
2012,2024,November,Rajasthan,Rural,Food and Beverages,Pulses and Products,202.9,7.53
2012,2024,November,Rajasthan,Rural,Food and Beverages,Spices,235.4,-12.85
2012,2024,November,Rajasthan,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",194.9,3.34
2012,2024,November,Rajasthan,Rural,Food and Beverages,Non-alcoholic Beverages,176.1,4.26
2012,2024,November,Rajasthan,Rural,Food and Beverages,*,203,6.62
2012,2024,November,Rajasthan,Rural,"Pan, Tobacco and Intoxicants",*,205.7,4.9
2012,2024,November,Rajasthan,Rural,Clothing and Footwear,Clothing,197,1.55
2012,2024,November,Rajasthan,Rural,Clothing and Footwear,Footwear,192.9,-0.57
2012,2024,November,Rajasthan,Rural,Clothing and Footwear,*,196.3,1.19
2012,2024,November,Rajasthan,Rural,Fuel and Light,*,156.7,1.29
2012,2024,November,Rajasthan,Rural,Miscellaneous,Household Goods and Services,198.1,2.43
2012,2024,November,Rajasthan,Rural,Miscellaneous,Health,200.1,2.41
2012,2024,November,Rajasthan,Rural,Miscellaneous,Transport and Communication,171.6,2.26
2012,2024,November,Rajasthan,Rural,Miscellaneous,Education,197.8,5.32
2012,2024,November,Rajasthan,Rural,Miscellaneous,*,189.3,3.61
2012,2024,November,Rajasthan,Urban,Food and Beverages,Cereals and Products,207.5,5.98
2012,2024,November,Rajasthan,Urban,Food and Beverages,Meat and Fish,224.1,3.27
2012,2024,November,Rajasthan,Urban,Food and Beverages,Egg,182,5.51
2012,2024,November,Rajasthan,Urban,Food and Beverages,Fruits,181.1,7.93
2012,2024,November,Rajasthan,Urban,Food and Beverages,Vegetables,342.8,32.56
2012,2024,November,Rajasthan,Urban,Food and Beverages,Pulses and Products,194,6.42
2012,2024,November,Rajasthan,Urban,Food and Beverages,Spices,225.5,-10.34
2012,2024,November,Rajasthan,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",202.9,5.9
2012,2024,November,Rajasthan,Urban,Food and Beverages,Non-alcoholic Beverages,174.1,4.06
2012,2024,November,Rajasthan,Urban,Food and Beverages,*,207.3,8.08
2012,2024,November,Rajasthan,Urban,"Pan, Tobacco and Intoxicants",*,204.2,2.56
2012,2024,November,Rajasthan,Urban,Clothing and Footwear,Clothing,196,2.03
2012,2024,November,Rajasthan,Urban,Clothing and Footwear,Footwear,168,1.88
2012,2024,November,Rajasthan,Urban,Clothing and Footwear,*,191,1.98
2012,2024,November,Rajasthan,Urban,Fuel and Light,*,164.7,-3.57
2012,2024,November,Rajasthan,Urban,Miscellaneous,Household Goods and Services,171.4,1.6
2012,2024,November,Rajasthan,Urban,Miscellaneous,Health,187,4.53
2012,2024,November,Rajasthan,Urban,Miscellaneous,Transport and Communication,161.2,0.37
2012,2024,November,Rajasthan,Urban,Miscellaneous,Education,206.5,4.98
2012,2024,November,Rajasthan,Urban,Miscellaneous,*,180.9,3.19
2012,2024,November,Sikkim,Combined,Food and Beverages,*,207.2,6.47
2012,2024,November,Sikkim,Combined,"Pan, Tobacco and Intoxicants",*,196.9,2.45
2012,2024,November,Sikkim,Combined,Clothing and Footwear,*,181.7,2.48
2012,2024,November,Sikkim,Combined,Fuel and Light,*,240.7,-8.58
2012,2024,November,Sikkim,Combined,Miscellaneous,*,188,3.41
2012,2024,November,Sikkim,Rural,Food and Beverages,*,209.9,7.53
2012,2024,November,Sikkim,Rural,"Pan, Tobacco and Intoxicants",*,190.5,1.71
2012,2024,November,Sikkim,Rural,Clothing and Footwear,*,178.1,2.24
2012,2024,November,Sikkim,Rural,Fuel and Light,*,266.8,-8.94
2012,2024,November,Sikkim,Rural,Miscellaneous,*,194.3,3.63
2012,2024,November,Sikkim,Urban,Food and Beverages,*,198.9,3.27
2012,2024,November,Sikkim,Urban,"Pan, Tobacco and Intoxicants",*,222.2,4.96
2012,2024,November,Sikkim,Urban,Clothing and Footwear,*,194.1,3.24
2012,2024,November,Sikkim,Urban,Fuel and Light,*,137.6,-5.95
2012,2024,November,Sikkim,Urban,Miscellaneous,*,176.4,2.92
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Cereals and Products,184.3,9.25
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Meat and Fish,221.6,4.14
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Egg,224,4.92
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Fruits,212.2,12.45
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Vegetables,268.2,14.71
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Pulses and Products,236.1,3.51
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Spices,222.5,-7.6
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",214.9,5.14
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,Non-alcoholic Beverages,221.1,4.84
2012,2024,November,Tamil Nadu,Combined,Food and Beverages,*,211.6,6.22
2012,2024,November,Tamil Nadu,Combined,"Pan, Tobacco and Intoxicants",*,221.1,4.19
2012,2024,November,Tamil Nadu,Combined,Clothing and Footwear,Clothing,193.9,2.65
2012,2024,November,Tamil Nadu,Combined,Clothing and Footwear,Footwear,175.9,1.32
2012,2024,November,Tamil Nadu,Combined,Clothing and Footwear,*,191.8,2.51
2012,2024,November,Tamil Nadu,Combined,Fuel and Light,*,192.1,-1.39
2012,2024,November,Tamil Nadu,Combined,Miscellaneous,Household Goods and Services,183.6,4.38
2012,2024,November,Tamil Nadu,Combined,Miscellaneous,Health,197.4,4.22
2012,2024,November,Tamil Nadu,Combined,Miscellaneous,Transport and Communication,168.4,2.93
2012,2024,November,Tamil Nadu,Combined,Miscellaneous,Education,210.4,7.24
2012,2024,November,Tamil Nadu,Combined,Miscellaneous,*,191.9,5.61
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Cereals and Products,188.5,8.83
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Meat and Fish,224.6,4.42
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Egg,227.9,3.87
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Fruits,201.3,13.99
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Vegetables,245.8,14.11
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Pulses and Products,238.4,4.29
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Spices,219.1,-7.51
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",206.3,3.77
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,Non-alcoholic Beverages,234.1,4.37
2012,2024,November,Tamil Nadu,Rural,Food and Beverages,*,209.1,5.71
2012,2024,November,Tamil Nadu,Rural,"Pan, Tobacco and Intoxicants",*,221,4.2
2012,2024,November,Tamil Nadu,Rural,Clothing and Footwear,Clothing,202.6,2.79
2012,2024,November,Tamil Nadu,Rural,Clothing and Footwear,Footwear,193.8,1.2
2012,2024,November,Tamil Nadu,Rural,Clothing and Footwear,*,201.7,2.65
2012,2024,November,Tamil Nadu,Rural,Fuel and Light,*,192,-0.16
2012,2024,November,Tamil Nadu,Rural,Miscellaneous,Household Goods and Services,193.5,5.05
2012,2024,November,Tamil Nadu,Rural,Miscellaneous,Health,192.8,4.16
2012,2024,November,Tamil Nadu,Rural,Miscellaneous,Transport and Communication,173.1,3.04
2012,2024,November,Tamil Nadu,Rural,Miscellaneous,Education,201.6,7.98
2012,2024,November,Tamil Nadu,Rural,Miscellaneous,*,192.5,5.65
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Cereals and Products,179.8,9.7
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Meat and Fish,218.2,3.86
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Egg,220.6,5.96
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Fruits,220.7,11.41
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Vegetables,292.4,15.25
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Pulses and Products,233.6,2.64
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Spices,226.5,-7.7
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",222.6,6.25
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,Non-alcoholic Beverages,210.5,5.3
2012,2024,November,Tamil Nadu,Urban,Food and Beverages,*,214,6.68
2012,2024,November,Tamil Nadu,Urban,"Pan, Tobacco and Intoxicants",*,221.3,4.24
2012,2024,November,Tamil Nadu,Urban,Clothing and Footwear,Clothing,186,2.59
2012,2024,November,Tamil Nadu,Urban,Clothing and Footwear,Footwear,162.5,1.44
2012,2024,November,Tamil Nadu,Urban,Clothing and Footwear,*,183,2.41
2012,2024,November,Tamil Nadu,Urban,Fuel and Light,*,192.2,-2.44
2012,2024,November,Tamil Nadu,Urban,Miscellaneous,Household Goods and Services,175.5,3.85
2012,2024,November,Tamil Nadu,Urban,Miscellaneous,Health,201.2,4.25
2012,2024,November,Tamil Nadu,Urban,Miscellaneous,Transport and Communication,165.2,2.8
2012,2024,November,Tamil Nadu,Urban,Miscellaneous,Education,215.8,6.83
2012,2024,November,Tamil Nadu,Urban,Miscellaneous,*,191.4,5.51
2012,2024,November,Telangana,Combined,Food and Beverages,Cereals and Products,208.6,7.3
2012,2024,November,Telangana,Combined,Food and Beverages,Meat and Fish,263.7,4.77
2012,2024,November,Telangana,Combined,Food and Beverages,Egg,201.5,4.51
2012,2024,November,Telangana,Combined,Food and Beverages,Fruits,191.8,5.67
2012,2024,November,Telangana,Combined,Food and Beverages,Vegetables,260.2,22.27
2012,2024,November,Telangana,Combined,Food and Beverages,Pulses and Products,230.3,2.26
2012,2024,November,Telangana,Combined,Food and Beverages,Spices,239,-8.74
2012,2024,November,Telangana,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",210.1,3.4
2012,2024,November,Telangana,Combined,Food and Beverages,Non-alcoholic Beverages,198.5,2.85
2012,2024,November,Telangana,Combined,Food and Beverages,*,219,6.16
2012,2024,November,Telangana,Combined,"Pan, Tobacco and Intoxicants",*,208.5,-0.05
2012,2024,November,Telangana,Combined,Clothing and Footwear,Clothing,203.1,1.25
2012,2024,November,Telangana,Combined,Clothing and Footwear,Footwear,196,3.81
2012,2024,November,Telangana,Combined,Clothing and Footwear,*,202,1.51
2012,2024,November,Telangana,Combined,Fuel and Light,*,161.8,-3.29
2012,2024,November,Telangana,Combined,Miscellaneous,Household Goods and Services,167.4,3.08
2012,2024,November,Telangana,Combined,Miscellaneous,Health,223.5,3
2012,2024,November,Telangana,Combined,Miscellaneous,Transport and Communication,180.1,3.92
2012,2024,November,Telangana,Combined,Miscellaneous,Education,225.5,4.45
2012,2024,November,Telangana,Combined,Miscellaneous,*,199.4,4.13
2012,2024,November,Telangana,Rural,Food and Beverages,Cereals and Products,217.5,8.75
2012,2024,November,Telangana,Rural,Food and Beverages,Meat and Fish,271.6,6.8
2012,2024,November,Telangana,Rural,Food and Beverages,Egg,201.5,7.7
2012,2024,November,Telangana,Rural,Food and Beverages,Fruits,175.4,5.92
2012,2024,November,Telangana,Rural,Food and Beverages,Vegetables,210.9,22.19
2012,2024,November,Telangana,Rural,Food and Beverages,Pulses and Products,231.2,1.67
2012,2024,November,Telangana,Rural,Food and Beverages,Spices,229.4,-9.4
2012,2024,November,Telangana,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",220.4,6.73
2012,2024,November,Telangana,Rural,Food and Beverages,Non-alcoholic Beverages,218.3,4.95
2012,2024,November,Telangana,Rural,Food and Beverages,*,216,6.67
2012,2024,November,Telangana,Rural,"Pan, Tobacco and Intoxicants",*,207.1,-0.24
2012,2024,November,Telangana,Rural,Clothing and Footwear,Clothing,221.6,0.64
2012,2024,November,Telangana,Rural,Clothing and Footwear,Footwear,209.8,4.48
2012,2024,November,Telangana,Rural,Clothing and Footwear,*,219.9,1.1
2012,2024,November,Telangana,Rural,Fuel and Light,*,165.7,-0.9
2012,2024,November,Telangana,Rural,Miscellaneous,Household Goods and Services,174.8,3.49
2012,2024,November,Telangana,Rural,Miscellaneous,Health,234,3.04
2012,2024,November,Telangana,Rural,Miscellaneous,Transport and Communication,196,6.06
2012,2024,November,Telangana,Rural,Miscellaneous,Education,243.6,5.09
2012,2024,November,Telangana,Rural,Miscellaneous,*,208.7,4.72
2012,2024,November,Telangana,Urban,Food and Beverages,Cereals and Products,197.9,5.55
2012,2024,November,Telangana,Urban,Food and Beverages,Meat and Fish,252.1,1.65
2012,2024,November,Telangana,Urban,Food and Beverages,Egg,201.6,0.6
2012,2024,November,Telangana,Urban,Food and Beverages,Fruits,205,5.51
2012,2024,November,Telangana,Urban,Food and Beverages,Vegetables,329.5,22.31
2012,2024,November,Telangana,Urban,Food and Beverages,Pulses and Products,229.2,3.1
2012,2024,November,Telangana,Urban,Food and Beverages,Spices,252,-7.89
2012,2024,November,Telangana,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",202.5,0.9
2012,2024,November,Telangana,Urban,Food and Beverages,Non-alcoholic Beverages,179.2,0.45
