,BaseYear,Year,Month,State,Sector,Group,SubGroup,Index,Inflation (%)
105566,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Meat and Fish,145.2,1.75
105567,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Egg,143,5.85
105568,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Fruits,129.8,1.8
105569,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Vegetables,118.6,3.67
105570,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Pulses and Products,118.5,8.32
105571,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Spices,131.9,1.62
105572,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",150.4,3.72
105573,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Non-alcoholic Beverages,115.4,0.0
105574,2012,2019,March,Chhattisgarh,Urban,Food and Beverages,Residual,129.9,3.42
105575,2012,2019,March,Chhattisgarh,Urban,"Pan, Tobacco and Intoxicants",Residual,145.3,1.68
105576,2012,2019,March,Chhattisgarh,Urban,Clothing and Footwear,Clothing,164.9,5.57
105577,2012,2019,March,Chhattisgarh,Urban,Clothing and Footwear,Footwear,151.6,2.36
105578,2012,2019,March,Chhattisgarh,Urban,Clothing and Footwear,Residual,162.9,5.1
105579,2012,2019,March,Chhattisgarh,Urban,Fuel and Light,Residual,149.8,2.88
105580,2012,2019,March,Chhattisgarh,Urban,Miscellaneous,Household Goods and Services,144.4,8.0
105581,2012,2019,March,Chhattisgarh,Urban,Miscellaneous,Health,136.6,5.48
105582,2012,2019,March,Chhattisgarh,Urban,Miscellaneous,Transport and Communication,113.7,2.25
105583,2012,2019,March,Chhattisgarh,Urban,Miscellaneous,Education,147.4,2.08
105584,2012,2019,March,Chhattisgarh,Urban,Miscellaneous,Residual,130,3.92
105585,2012,2019,March,Dadra and Nagar Haveli,Combined,Food and Beverages,Residual,134.3,-1.68
105586,2012,2019,March,Dadra and Nagar Haveli,Combined,"Pan, Tobacco and Intoxicants",Residual,181.7,27.6
105587,2012,2019,March,Dadra and Nagar Haveli,Combined,Clothing and Footwear,Residual,143,9.75
105588,2012,2019,March,Dadra and Nagar Haveli,Combined,Fuel and Light,Residual,128.2,15.91
105589,2012,2019,March,Dadra and Nagar Haveli,Combined,Miscellaneous,Residual,131.9,5.77
105590,2012,2019,March,Dadra and Nagar Haveli,Rural,Food and Beverages,Residual,133.4,-9.99
105591,2012,2019,March,Dadra and Nagar Haveli,Rural,"Pan, Tobacco and Intoxicants",Residual,191.8,31.28
105592,2012,2019,March,Dadra and Nagar Haveli,Rural,Clothing and Footwear,Residual,154,22.13
105593,2012,2019,March,Dadra and Nagar Haveli,Rural,Fuel and Light,Residual,152.5,30.45
105594,2012,2019,March,Dadra and Nagar Haveli,Rural,Miscellaneous,Residual,135.7,7.36
105595,2012,2019,March,Dadra and Nagar Haveli,Urban,Food and Beverages,Residual,134.9,4.57
105596,2012,2019,March,Dadra and Nagar Haveli,Urban,"Pan, Tobacco and Intoxicants",Residual,142.7,11.31
105597,2012,2019,March,Dadra and Nagar Haveli,Urban,Clothing and Footwear,Residual,137.4,3.7
105598,2012,2019,March,Dadra and Nagar Haveli,Urban,Fuel and Light,Residual,104.9,0.29
105599,2012,2019,March,Dadra and Nagar Haveli,Urban,Miscellaneous,Residual,130.2,5.0
105600,2012,2019,March,Daman and Diu,Combined,Food and Beverages,Residual,133.4,-12.01
105601,2012,2019,March,Daman and Diu,Combined,"Pan, Tobacco and Intoxicants",Residual,151.6,-6.94
105602,2012,2019,March,Daman and Diu,Combined,Clothing and Footwear,Residual,159.3,-5.74
105603,2012,2019,March,Daman and Diu,Combined,Fuel and Light,Residual,155.9,4.49
105604,2012,2019,March,Daman and Diu,Combined,Miscellaneous,Residual,134.5,0.98
105605,2012,2019,March,Daman and Diu,Rural,Food and Beverages,Residual,133.8,-18.22
105606,2012,2019,March,Daman and Diu,Rural,"Pan, Tobacco and Intoxicants",Residual,151.4,-8.69
105607,2012,2019,March,Daman and Diu,Rural,Clothing and Footwear,Residual,164.7,-10.29
105608,2012,2019,March,Daman and Diu,Rural,Fuel and Light,Residual,182.7,5.36
105609,2012,2019,March,Daman and Diu,Rural,Miscellaneous,Residual,134.6,-6.98
105610,2012,2019,March,Daman and Diu,Urban,Food and Beverages,Residual,132.8,1.68
105611,2012,2019,March,Daman and Diu,Urban,"Pan, Tobacco and Intoxicants",Residual,153.4,10.68
105612,2012,2019,March,Daman and Diu,Urban,Clothing and Footwear,Residual,150.6,3.58
105613,2012,2019,March,Daman and Diu,Urban,Fuel and Light,Residual,108.3,1.98
105614,2012,2019,March,Daman and Diu,Urban,Miscellaneous,Residual,134.4,11.91
105615,2012,2019,March,Delhi,Combined,Food and Beverages,Cereals and Products,143.9,5.81
105616,2012,2019,March,Delhi,Combined,Food and Beverages,Meat and Fish,133.8,3.08
105617,2012,2019,March,Delhi,Combined,Food and Beverages,Egg,154.8,12.99
105618,2012,2019,March,Delhi,Combined,Food and Beverages,Fruits,136.6,2.86
105619,2012,2019,March,Delhi,Combined,Food and Beverages,Vegetables,146.2,19.25
105620,2012,2019,March,Delhi,Combined,Food and Beverages,Pulses and Products,123.4,-4.49
105621,2012,2019,March,Delhi,Combined,Food and Beverages,Spices,136,-6.59
105622,2012,2019,March,Delhi,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",146.6,8.92
105623,2012,2019,March,Delhi,Combined,Food and Beverages,Non-alcoholic Beverages,125.8,0.4
105624,2012,2019,March,Delhi,Combined,Food and Beverages,Residual,138.4,3.83
105625,2012,2019,March,Delhi,Combined,"Pan, Tobacco and Intoxicants",Residual,148.8,4.57
105626,2012,2019,March,Delhi,Combined,Clothing and Footwear,Clothing,140.7,4.07
105627,2012,2019,March,Delhi,Combined,Clothing and Footwear,Footwear,133.3,7.5
105628,2012,2019,March,Delhi,Combined,Clothing and Footwear,Residual,139.5,4.57
105629,2012,2019,March,Delhi,Combined,Fuel and Light,Residual,111.9,-9.47
105630,2012,2019,March,Delhi,Combined,Miscellaneous,Household Goods and Services,135.8,5.35
105631,2012,2019,March,Delhi,Combined,Miscellaneous,Health,141.3,11.26
105632,2012,2019,March,Delhi,Combined,Miscellaneous,Transport and Communication,120.7,8.45
105633,2012,2019,March,Delhi,Combined,Miscellaneous,Education,131.9,4.43
105634,2012,2019,March,Delhi,Combined,Miscellaneous,Residual,131.6,6.39
105635,2012,2019,March,Delhi,Rural,Food and Beverages,Cereals and Products,140.6,5.0
105636,2012,2019,March,Delhi,Rural,Food and Beverages,Meat and Fish,152.7,5.67
105637,2012,2019,March,Delhi,Rural,Food and Beverages,Egg,132.7,5.57
105638,2012,2019,March,Delhi,Rural,Food and Beverages,Fruits,158.5,23.92
105639,2012,2019,March,Delhi,Rural,Food and Beverages,Vegetables,164.2,35.03
105640,2012,2019,March,Delhi,Rural,Food and Beverages,Pulses and Products,127.9,8.76
105641,2012,2019,March,Delhi,Rural,Food and Beverages,Spices,143.7,12.71
105642,2012,2019,March,Delhi,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",157.1,3.7
105643,2012,2019,March,Delhi,Rural,Food and Beverages,Non-alcoholic Beverages,127.3,7.88
105644,2012,2019,March,Delhi,Rural,Food and Beverages,Residual,143.6,8.95
105645,2012,2019,March,Delhi,Rural,"Pan, Tobacco and Intoxicants",Residual,172.6,9.03
105646,2012,2019,March,Delhi,Rural,Clothing and Footwear,Clothing,150.3,9.55
105647,2012,2019,March,Delhi,Rural,Clothing and Footwear,Footwear,150,12.11
105648,2012,2019,March,Delhi,Rural,Clothing and Footwear,Residual,150.2,9.96
105649,2012,2019,March,Delhi,Rural,Fuel and Light,Residual,146.2,3.39
105650,2012,2019,March,Delhi,Rural,Miscellaneous,Household Goods and Services,148.9,3.91
105651,2012,2019,March,Delhi,Rural,Miscellaneous,Health,155,20.62
105652,2012,2019,March,Delhi,Rural,Miscellaneous,Transport and Communication,120,3.81
105653,2012,2019,March,Delhi,Rural,Miscellaneous,Education,170.7,28.93
105654,2012,2019,March,Delhi,Rural,Miscellaneous,Residual,144.2,12.66
105655,2012,2019,March,Delhi,Urban,Food and Beverages,Cereals and Products,144.2,5.87
105656,2012,2019,March,Delhi,Urban,Food and Beverages,Meat and Fish,132.4,2.87
105657,2012,2019,March,Delhi,Urban,Food and Beverages,Egg,155.8,13.31
105658,2012,2019,March,Delhi,Urban,Food and Beverages,Fruits,135.7,2.03
105659,2012,2019,March,Delhi,Urban,Food and Beverages,Vegetables,144.5,17.77
105660,2012,2019,March,Delhi,Urban,Food and Beverages,Pulses and Products,122.9,-5.82
105661,2012,2019,March,Delhi,Urban,Food and Beverages,Spices,135.3,-8.02
105662,2012,2019,March,Delhi,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",145.8,9.38
105663,2012,2019,March,Delhi,Urban,Food and Beverages,Non-alcoholic Beverages,125.7,0.0
105664,2012,2019,March,Delhi,Urban,Food and Beverages,Residual,138,3.45
105665,2012,2019,March,Delhi,Urban,"Pan, Tobacco and Intoxicants",Residual,146.5,4.05
105666,2012,2019,March,Delhi,Urban,Clothing and Footwear,Clothing,139.9,3.63
105667,2012,2019,March,Delhi,Urban,Clothing and Footwear,Footwear,131.7,6.99
105668,2012,2019,March,Delhi,Urban,Clothing and Footwear,Residual,138.6,4.13
105669,2012,2019,March,Delhi,Urban,Fuel and Light,Residual,109.3,-10.63
105670,2012,2019,March,Delhi,Urban,Miscellaneous,Household Goods and Services,135.2,5.46
105671,2012,2019,March,Delhi,Urban,Miscellaneous,Health,139.6,10.09
105672,2012,2019,March,Delhi,Urban,Miscellaneous,Transport and Communication,120.8,8.93
105673,2012,2019,March,Delhi,Urban,Miscellaneous,Education,128.4,2.15
105674,2012,2019,March,Delhi,Urban,Miscellaneous,Residual,130.6,5.92
105675,2012,2019,March,Goa,Combined,Food and Beverages,Residual,144.1,-4.51
105676,2012,2019,March,Goa,Combined,"Pan, Tobacco and Intoxicants",Residual,169,3.49
105677,2012,2019,March,Goa,Combined,Clothing and Footwear,Residual,149.7,11.05
105678,2012,2019,March,Goa,Combined,Fuel and Light,Residual,150.5,13.5
105679,2012,2019,March,Goa,Combined,Miscellaneous,Residual,134.9,2.98
105680,2012,2019,March,Goa,Rural,Food and Beverages,Residual,147.5,-10.44
105681,2012,2019,March,Goa,Rural,"Pan, Tobacco and Intoxicants",Residual,171.9,4.24
105682,2012,2019,March,Goa,Rural,Clothing and Footwear,Residual,164.4,16.18
105683,2012,2019,March,Goa,Rural,Fuel and Light,Residual,169.6,24.8
105684,2012,2019,March,Goa,Rural,Miscellaneous,Residual,140.1,4.16
105685,2012,2019,March,Goa,Urban,Food and Beverages,Residual,141,1.66
105686,2012,2019,March,Goa,Urban,"Pan, Tobacco and Intoxicants",Residual,163.2,2.0
105687,2012,2019,March,Goa,Urban,Clothing and Footwear,Residual,133.8,4.86
105688,2012,2019,March,Goa,Urban,Fuel and Light,Residual,132.3,2.16
105689,2012,2019,March,Goa,Urban,Miscellaneous,Residual,130.8,2.03
105690,2012,2019,March,Gujarat,Combined,Food and Beverages,Cereals and Products,137.5,-0.65
105691,2012,2019,March,Gujarat,Combined,Food and Beverages,Meat and Fish,150.8,4.94
105692,2012,2019,March,Gujarat,Combined,Food and Beverages,Egg,137.3,1.63
105693,2012,2019,March,Gujarat,Combined,Food and Beverages,Fruits,130.9,-5.14
105694,2012,2019,March,Gujarat,Combined,Food and Beverages,Vegetables,135.2,0.0
105695,2012,2019,March,Gujarat,Combined,Food and Beverages,Pulses and Products,118.8,-2.14
105696,2012,2019,March,Gujarat,Combined,Food and Beverages,Spices,143.6,4.44
105697,2012,2019,March,Gujarat,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",152.7,3.39
105698,2012,2019,March,Gujarat,Combined,Food and Beverages,Non-alcoholic Beverages,134.3,4.84
105699,2012,2019,March,Gujarat,Combined,Food and Beverages,Residual,135.2,0.52
105700,2012,2019,March,Gujarat,Combined,"Pan, Tobacco and Intoxicants",Residual,170.8,1.79
105701,2012,2019,March,Gujarat,Combined,Clothing and Footwear,Clothing,150.9,5.6
105702,2012,2019,March,Gujarat,Combined,Clothing and Footwear,Footwear,139,3.04
105703,2012,2019,March,Gujarat,Combined,Clothing and Footwear,Residual,149.1,5.3
105704,2012,2019,March,Gujarat,Combined,Fuel and Light,Residual,134.1,2.6
105705,2012,2019,March,Gujarat,Combined,Miscellaneous,Household Goods and Services,143.7,5.66
105706,2012,2019,March,Gujarat,Combined,Miscellaneous,Health,145.5,8.02
105707,2012,2019,March,Gujarat,Combined,Miscellaneous,Transport and Communication,120.4,2.99
105708,2012,2019,March,Gujarat,Combined,Miscellaneous,Education,138.3,8.3
105709,2012,2019,March,Gujarat,Combined,Miscellaneous,Residual,132.5,5.33
105710,2012,2019,March,Gujarat,Rural,Food and Beverages,Cereals and Products,136.5,-6.19
105711,2012,2019,March,Gujarat,Rural,Food and Beverages,Meat and Fish,150.8,3.64
105712,2012,2019,March,Gujarat,Rural,Food and Beverages,Egg,138.9,1.24
105713,2012,2019,March,Gujarat,Rural,Food and Beverages,Fruits,119.9,-16.45
105714,2012,2019,March,Gujarat,Rural,Food and Beverages,Vegetables,127.3,-11.66
105715,2012,2019,March,Gujarat,Rural,Food and Beverages,Pulses and Products,117.7,-7.76
105716,2012,2019,March,Gujarat,Rural,Food and Beverages,Spices,147.2,6.28
105717,2012,2019,March,Gujarat,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",161.4,1.06
105718,2012,2019,March,Gujarat,Rural,Food and Beverages,Non-alcoholic Beverages,137.6,7.0
105719,2012,2019,March,Gujarat,Rural,Food and Beverages,Residual,134.8,-3.16
105720,2012,2019,March,Gujarat,Rural,"Pan, Tobacco and Intoxicants",Residual,164.6,-1.2
105721,2012,2019,March,Gujarat,Rural,Clothing and Footwear,Clothing,153,2.14
105722,2012,2019,March,Gujarat,Rural,Clothing and Footwear,Footwear,143.4,-0.07
105723,2012,2019,March,Gujarat,Rural,Clothing and Footwear,Residual,151.5,1.81
105724,2012,2019,March,Gujarat,Rural,Fuel and Light,Residual,146.6,1.45
105725,2012,2019,March,Gujarat,Rural,Miscellaneous,Household Goods and Services,152.2,3.96
105726,2012,2019,March,Gujarat,Rural,Miscellaneous,Health,152.4,7.7
105727,2012,2019,March,Gujarat,Rural,Miscellaneous,Transport and Communication,123.3,4.23
105728,2012,2019,March,Gujarat,Rural,Miscellaneous,Education,160,11.5
105729,2012,2019,March,Gujarat,Rural,Miscellaneous,Residual,138.8,5.07
105730,2012,2019,March,Gujarat,Urban,Food and Beverages,Cereals and Products,138.7,7.1
105731,2012,2019,March,Gujarat,Urban,Food and Beverages,Meat and Fish,150.9,6.64
105732,2012,2019,March,Gujarat,Urban,Food and Beverages,Egg,135.6,2.11
105733,2012,2019,March,Gujarat,Urban,Food and Beverages,Fruits,138.2,2.83
105734,2012,2019,March,Gujarat,Urban,Food and Beverages,Vegetables,144.2,15.27
105735,2012,2019,March,Gujarat,Urban,Food and Beverages,Pulses and Products,120.2,6.09
105736,2012,2019,March,Gujarat,Urban,Food and Beverages,Spices,139.2,2.13
105737,2012,2019,March,Gujarat,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",146.1,5.34
105738,2012,2019,March,Gujarat,Urban,Food and Beverages,Non-alcoholic Beverages,130.2,2.12
105739,2012,2019,March,Gujarat,Urban,Food and Beverages,Residual,135.6,4.87
105740,2012,2019,March,Gujarat,Urban,"Pan, Tobacco and Intoxicants",Residual,180.5,6.43
105741,2012,2019,March,Gujarat,Urban,Clothing and Footwear,Clothing,149,9.16
105742,2012,2019,March,Gujarat,Urban,Clothing and Footwear,Footwear,134.8,6.23
105743,2012,2019,March,Gujarat,Urban,Clothing and Footwear,Residual,146.8,8.74
105744,2012,2019,March,Gujarat,Urban,Fuel and Light,Residual,121.1,4.04
105745,2012,2019,March,Gujarat,Urban,Miscellaneous,Household Goods and Services,138.1,6.97
105746,2012,2019,March,Gujarat,Urban,Miscellaneous,Health,138.6,8.45
105747,2012,2019,March,Gujarat,Urban,Miscellaneous,Transport and Communication,118.6,2.24
105748,2012,2019,March,Gujarat,Urban,Miscellaneous,Education,129.8,6.83
105749,2012,2019,March,Gujarat,Urban,Miscellaneous,Residual,128.2,5.51
105750,2012,2019,March,Haryana,Combined,Food and Beverages,Cereals and Products,133.5,2.22
105751,2012,2019,March,Haryana,Combined,Food and Beverages,Meat and Fish,134.6,-4.54
105752,2012,2019,March,Haryana,Combined,Food and Beverages,Egg,140.3,-3.9
105753,2012,2019,March,Haryana,Combined,Food and Beverages,Fruits,120.7,-6.58
105754,2012,2019,March,Haryana,Combined,Food and Beverages,Vegetables,127.1,-3.27
105755,2012,2019,March,Haryana,Combined,Food and Beverages,Pulses and Products,115.3,-8.78
105756,2012,2019,March,Haryana,Combined,Food and Beverages,Spices,132.4,1.92
105757,2012,2019,March,Haryana,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",148.8,2.27
105758,2012,2019,March,Haryana,Combined,Food and Beverages,Non-alcoholic Beverages,121.8,0.83
105759,2012,2019,March,Haryana,Combined,Food and Beverages,Residual,131.7,-2.08
105760,2012,2019,March,Haryana,Combined,"Pan, Tobacco and Intoxicants",Residual,161.7,7.3
105761,2012,2019,March,Haryana,Combined,Clothing and Footwear,Clothing,144.7,2.92
105762,2012,2019,March,Haryana,Combined,Clothing and Footwear,Footwear,134.3,1.44
105763,2012,2019,March,Haryana,Combined,Clothing and Footwear,Residual,142.8,2.66
105764,2012,2019,March,Haryana,Combined,Fuel and Light,Residual,120.6,-4.06
105765,2012,2019,March,Haryana,Combined,Miscellaneous,Household Goods and Services,144.2,7.85
105766,2012,2019,March,Haryana,Combined,Miscellaneous,Health,144,11.8
105767,2012,2019,March,Haryana,Combined,Miscellaneous,Transport and Communication,117.9,1.64
105768,2012,2019,March,Haryana,Combined,Miscellaneous,Education,151.3,5.8
105769,2012,2019,March,Haryana,Combined,Miscellaneous,Residual,135.9,5.1
105770,2012,2019,March,Haryana,Rural,Food and Beverages,Cereals and Products,130.4,-0.53
105771,2012,2019,March,Haryana,Rural,Food and Beverages,Meat and Fish,137.8,-6.39
105772,2012,2019,March,Haryana,Rural,Food and Beverages,Egg,135.6,-11.95
105773,2012,2019,March,Haryana,Rural,Food and Beverages,Fruits,118.1,-13.1
105774,2012,2019,March,Haryana,Rural,Food and Beverages,Vegetables,127.8,-5.68
105775,2012,2019,March,Haryana,Rural,Food and Beverages,Pulses and Products,116.5,-14.34
105776,2012,2019,March,Haryana,Rural,Food and Beverages,Spices,131.3,2.18
105777,2012,2019,March,Haryana,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",156.9,3.98
105778,2012,2019,March,Haryana,Rural,Food and Beverages,Non-alcoholic Beverages,121.4,0.17
105779,2012,2019,March,Haryana,Rural,Food and Beverages,Residual,130.3,-4.19
105780,2012,2019,March,Haryana,Rural,"Pan, Tobacco and Intoxicants",Residual,158.1,7.4
105781,2012,2019,March,Haryana,Rural,Clothing and Footwear,Clothing,148.6,2.84
105782,2012,2019,March,Haryana,Rural,Clothing and Footwear,Footwear,135.5,0.44
105783,2012,2019,March,Haryana,Rural,Clothing and Footwear,Residual,146.3,2.45
105784,2012,2019,March,Haryana,Rural,Fuel and Light,Residual,139.5,0.43
105785,2012,2019,March,Haryana,Rural,Miscellaneous,Household Goods and Services,141.3,8.44
105786,2012,2019,March,Haryana,Rural,Miscellaneous,Health,145.8,14.53
105787,2012,2019,March,Haryana,Rural,Miscellaneous,Transport and Communication,121.4,1.0
105788,2012,2019,March,Haryana,Rural,Miscellaneous,Education,151.1,5.22
105789,2012,2019,March,Haryana,Rural,Miscellaneous,Residual,137,5.55
105790,2012,2019,March,Haryana,Urban,Food and Beverages,Cereals and Products,139.5,7.56
105791,2012,2019,March,Haryana,Urban,Food and Beverages,Meat and Fish,124.9,2.13
105792,2012,2019,March,Haryana,Urban,Food and Beverages,Egg,144.6,4.25
105793,2012,2019,March,Haryana,Urban,Food and Beverages,Fruits,123.7,1.81
105794,2012,2019,March,Haryana,Urban,Food and Beverages,Vegetables,125.7,1.62
105795,2012,2019,March,Haryana,Urban,Food and Beverages,Pulses and Products,113,3.96
105796,2012,2019,March,Haryana,Urban,Food and Beverages,Spices,134.5,1.43
105797,2012,2019,March,Haryana,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",143.7,1.13
105798,2012,2019,March,Haryana,Urban,Food and Beverages,Non-alcoholic Beverages,122.4,1.75
105799,2012,2019,March,Haryana,Urban,Food and Beverages,Residual,134.2,1.9
105800,2012,2019,March,Haryana,Urban,"Pan, Tobacco and Intoxicants",Residual,170.5,7.17
105801,2012,2019,March,Haryana,Urban,Clothing and Footwear,Clothing,138.3,2.9
105802,2012,2019,March,Haryana,Urban,Clothing and Footwear,Footwear,132.5,3.11
105803,2012,2019,March,Haryana,Urban,Clothing and Footwear,Residual,137.2,2.93
105804,2012,2019,March,Haryana,Urban,Fuel and Light,Residual,91.9,-13.06
105805,2012,2019,March,Haryana,Urban,Miscellaneous,Household Goods and Services,147,7.38
105806,2012,2019,March,Haryana,Urban,Miscellaneous,Health,140.9,7.15
105807,2012,2019,March,Haryana,Urban,Miscellaneous,Transport and Communication,114.6,2.23
105808,2012,2019,March,Haryana,Urban,Miscellaneous,Education,151.5,6.39
105809,2012,2019,March,Haryana,Urban,Miscellaneous,Residual,134.7,4.58
105810,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Cereals and Products,132.3,0.61
105811,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Meat and Fish,143.7,-4.39
105812,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Egg,127.1,-13.83
105813,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Fruits,129,-10.79
105814,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Vegetables,133.4,-8.13
105815,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Pulses and Products,121.7,-15.07
105816,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Spices,126.8,-12.01
105817,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",152.9,-3.29
105818,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Non-alcoholic Beverages,122,-3.48
105819,2012,2019,March,Himachal Pradesh,Combined,Food and Beverages,Residual,133.7,-5.98
105820,2012,2019,March,Himachal Pradesh,Combined,"Pan, Tobacco and Intoxicants",Residual,156.1,-7.58
105821,2012,2019,March,Himachal Pradesh,Combined,Clothing and Footwear,Clothing,141.7,-3.54
105822,2012,2019,March,Himachal Pradesh,Combined,Clothing and Footwear,Footwear,131.7,-3.45
105823,2012,2019,March,Himachal Pradesh,Combined,Clothing and Footwear,Residual,139.3,-3.53
105824,2012,2019,March,Himachal Pradesh,Combined,Fuel and Light,Residual,136.5,-0.07
105825,2012,2019,March,Himachal Pradesh,Combined,Miscellaneous,Household Goods and Services,134,0.15
105826,2012,2019,March,Himachal Pradesh,Combined,Miscellaneous,Health,140.6,7.33
105827,2012,2019,March,Himachal Pradesh,Combined,Miscellaneous,Transport and Communication,132.9,7.87
105828,2012,2019,March,Himachal Pradesh,Combined,Miscellaneous,Education,151.5,18.73
105829,2012,2019,March,Himachal Pradesh,Combined,Miscellaneous,Residual,137.1,7.28
105830,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Cereals and Products,131.8,-0.15
105831,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Meat and Fish,144.2,-5.75
105832,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Egg,125.5,-17.49
105833,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Fruits,126.3,-11.86
105834,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Vegetables,132.9,-11.04
105835,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Pulses and Products,122.9,-16.79
105836,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Spices,125.7,-13.37
105837,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",149.7,-5.55
105838,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Non-alcoholic Beverages,122.1,-4.16
105839,2012,2019,March,Himachal Pradesh,Rural,Food and Beverages,Residual,132.7,-7.4
105840,2012,2019,March,Himachal Pradesh,Rural,"Pan, Tobacco and Intoxicants",Residual,156.1,-8.18
105841,2012,2019,March,Himachal Pradesh,Rural,Clothing and Footwear,Clothing,141.6,-4.97
105842,2012,2019,March,Himachal Pradesh,Rural,Clothing and Footwear,Footwear,132.5,-4.54
105843,2012,2019,March,Himachal Pradesh,Rural,Clothing and Footwear,Residual,139.4,-4.85
105844,2012,2019,March,Himachal Pradesh,Rural,Fuel and Light,Residual,137.6,-1.01
105845,2012,2019,March,Himachal Pradesh,Rural,Miscellaneous,Household Goods and Services,135.4,-0.29
105846,2012,2019,March,Himachal Pradesh,Rural,Miscellaneous,Health,141.4,7.28
105847,2012,2019,March,Himachal Pradesh,Rural,Miscellaneous,Transport and Communication,135.2,8.25
105848,2012,2019,March,Himachal Pradesh,Rural,Miscellaneous,Education,151.6,25.29
105849,2012,2019,March,Himachal Pradesh,Rural,Miscellaneous,Residual,137.9,7.73
105850,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Cereals and Products,136,6.33
105851,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Meat and Fish,140.3,6.13
105852,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Egg,134.1,6.09
105853,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Fruits,139.8,-6.86
105854,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Vegetables,136.1,12.29
105855,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Pulses and Products,114,-1.13
105856,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Spices,134.4,-2.18
105857,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",165,5.36
105858,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Non-alcoholic Beverages,121.3,0.75
105859,2012,2019,March,Himachal Pradesh,Urban,Food and Beverages,Residual,139.6,3.03
105860,2012,2019,March,Himachal Pradesh,Urban,"Pan, Tobacco and Intoxicants",Residual,155.7,-3.35
105861,2012,2019,March,Himachal Pradesh,Urban,Clothing and Footwear,Clothing,142.3,4.17
105862,2012,2019,March,Himachal Pradesh,Urban,Clothing and Footwear,Footwear,127.1,3.42
105863,2012,2019,March,Himachal Pradesh,Urban,Clothing and Footwear,Residual,138.9,3.97
105864,2012,2019,March,Himachal Pradesh,Urban,Fuel and Light,Residual,128.2,9.39
105865,2012,2019,March,Himachal Pradesh,Urban,Miscellaneous,Household Goods and Services,126,2.77
105866,2012,2019,March,Himachal Pradesh,Urban,Miscellaneous,Health,133.8,7.21
105867,2012,2019,March,Himachal Pradesh,Urban,Miscellaneous,Transport and Communication,122.2,5.89
105868,2012,2019,March,Himachal Pradesh,Urban,Miscellaneous,Education,151.3,3.0
105869,2012,2019,March,Himachal Pradesh,Urban,Miscellaneous,Residual,133.1,4.89
105870,2012,2019,March,Jammu and Kashmir,Combined,Food and Beverages,Cereals and Products,144.4,-0.28
105871,2012,2019,March,Jammu and Kashmir,Combined,Food and Beverages,Meat and Fish,155.6,1.37
105872,2012,2019,March,Jammu and Kashmir,Combined,Food and Beverages,Egg,135.6,-5.24
105873,2012,2019,March,Jammu and Kashmir,Combined,Food and Beverages,Fruits,137.3,-4.25
