,BaseYear,Year,Month,State,Sector,Group,SubGroup,Index,Inflation (%)
61014,2012,2021,December,Himachal Pradesh,Rural,Food and Beverages,Vegetables,157.3,-6.48
61015,2012,2021,December,Himachal Pradesh,Rural,Food and Beverages,Pulses and Products,168.9,9.46
61016,2012,2021,December,Himachal Pradesh,Rural,Food and Beverages,Spices,146.4,3.03
61017,2012,2021,December,Himachal Pradesh,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",180.8,9.71
61018,2012,2021,December,Himachal Pradesh,Rural,Food and Beverages,Non-alcoholic Beverages,147.9,9.23
61019,2012,2021,December,Himachal Pradesh,Rural,Food and Beverages,Residual,158.2,5.19
61020,2012,2021,December,Himachal Pradesh,Rural,"Pan, Tobacco and Intoxicants",Residual,194.1,-0.77
61021,2012,2021,December,Himachal Pradesh,Rural,Clothing and Footwear,Clothing,167.5,7.17
61022,2012,2021,December,Himachal Pradesh,Rural,Clothing and Footwear,Footwear,158.8,13.02
61023,2012,2021,December,Himachal Pradesh,Rural,Clothing and Footwear,Residual,165.4,8.46
61024,2012,2021,December,Himachal Pradesh,Rural,Fuel and Light,Residual,140.8,10.09
61025,2012,2021,December,Himachal Pradesh,Rural,Miscellaneous,Household Goods and Services,161,14.51
61026,2012,2021,December,Himachal Pradesh,Rural,Miscellaneous,Health,161.8,4.39
61027,2012,2021,December,Himachal Pradesh,Rural,Miscellaneous,Transport and Communication,156.2,5.04
61028,2012,2021,December,Himachal Pradesh,Rural,Miscellaneous,Education,159.3,0.38
61029,2012,2021,December,Himachal Pradesh,Rural,Miscellaneous,Residual,158.9,4.54
61030,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Cereals and Products,148,2.99
61031,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Meat and Fish,204.5,9.65
61032,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Egg,180.9,1.17
61033,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Fruits,159.1,7.79
61034,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Vegetables,187.5,2.63
61035,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Pulses and Products,162.7,7.46
61036,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Spices,154.7,3.2
61037,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",178.9,3.71
61038,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Non-alcoholic Beverages,154.4,15.66
61039,2012,2021,December,Himachal Pradesh,Urban,Food and Beverages,Residual,170.7,6.82
61040,2012,2021,December,Himachal Pradesh,Urban,"Pan, Tobacco and Intoxicants",Residual,212.7,4.06
61041,2012,2021,December,Himachal Pradesh,Urban,Clothing and Footwear,Clothing,166.9,8.31
61042,2012,2021,December,Himachal Pradesh,Urban,Clothing and Footwear,Footwear,136,6.83
61043,2012,2021,December,Himachal Pradesh,Urban,Clothing and Footwear,Residual,160.1,8.03
61044,2012,2021,December,Himachal Pradesh,Urban,Fuel and Light,Residual,184.8,24.7
61045,2012,2021,December,Himachal Pradesh,Urban,Miscellaneous,Household Goods and Services,146.6,11.23
61046,2012,2021,December,Himachal Pradesh,Urban,Miscellaneous,Health,164.9,6.05
61047,2012,2021,December,Himachal Pradesh,Urban,Miscellaneous,Transport and Communication,152.5,7.47
61048,2012,2021,December,Himachal Pradesh,Urban,Miscellaneous,Education,165.7,2.22
61049,2012,2021,December,Himachal Pradesh,Urban,Miscellaneous,Residual,158.9,5.16
61050,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Cereals and Products,148.9,0.61
61051,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Meat and Fish,197.3,7.93
61052,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Egg,171.6,1.42
61053,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Fruits,142.6,4.47
61054,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Vegetables,177.9,-4.35
61055,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Pulses and Products,163.1,9.17
61056,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Spices,151.6,2.85
61057,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",188.2,4.79
61058,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Non-alcoholic Beverages,177.1,5.35
61059,2012,2021,December,Jammu and Kashmir,Combined,Food and Beverages,Residual,170.1,4.55
61060,2012,2021,December,Jammu and Kashmir,Combined,"Pan, Tobacco and Intoxicants",Residual,200.2,3.41
61061,2012,2021,December,Jammu and Kashmir,Combined,Clothing and Footwear,Clothing,187.7,8.0
61062,2012,2021,December,Jammu and Kashmir,Combined,Clothing and Footwear,Footwear,172.3,7.69
61063,2012,2021,December,Jammu and Kashmir,Combined,Clothing and Footwear,Residual,184.7,7.95
61064,2012,2021,December,Jammu and Kashmir,Combined,Fuel and Light,Residual,193.1,20.76
61065,2012,2021,December,Jammu and Kashmir,Combined,Miscellaneous,Household Goods and Services,172.8,10.27
61066,2012,2021,December,Jammu and Kashmir,Combined,Miscellaneous,Health,183.9,13.17
61067,2012,2021,December,Jammu and Kashmir,Combined,Miscellaneous,Transport and Communication,173.2,5.74
61068,2012,2021,December,Jammu and Kashmir,Combined,Miscellaneous,Education,169.7,2.79
61069,2012,2021,December,Jammu and Kashmir,Combined,Miscellaneous,Residual,173.7,6.89
61070,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Cereals and Products,148.9,0.4
61071,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Meat and Fish,197.5,9.0
61072,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Egg,169.3,1.5
61073,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Fruits,134.6,3.78
61074,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Vegetables,167.8,-6.41
61075,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Pulses and Products,163,9.54
61076,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Spices,150.2,1.21
61077,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",186.9,4.71
61078,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Non-alcoholic Beverages,185.1,5.05
61079,2012,2021,December,Jammu and Kashmir,Rural,Food and Beverages,Residual,169,4.26
61080,2012,2021,December,Jammu and Kashmir,Rural,"Pan, Tobacco and Intoxicants",Residual,201.1,4.63
61081,2012,2021,December,Jammu and Kashmir,Rural,Clothing and Footwear,Clothing,189.4,9.23
61082,2012,2021,December,Jammu and Kashmir,Rural,Clothing and Footwear,Footwear,177.2,8.85
61083,2012,2021,December,Jammu and Kashmir,Rural,Clothing and Footwear,Residual,187,9.17
61084,2012,2021,December,Jammu and Kashmir,Rural,Fuel and Light,Residual,195.7,20.95
61085,2012,2021,December,Jammu and Kashmir,Rural,Miscellaneous,Household Goods and Services,177.3,9.85
61086,2012,2021,December,Jammu and Kashmir,Rural,Miscellaneous,Health,195.9,15.71
61087,2012,2021,December,Jammu and Kashmir,Rural,Miscellaneous,Transport and Communication,182.1,4.66
61088,2012,2021,December,Jammu and Kashmir,Rural,Miscellaneous,Education,180.4,4.1
61089,2012,2021,December,Jammu and Kashmir,Rural,Miscellaneous,Residual,181.8,7.19
61090,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Cereals and Products,149,1.36
61091,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Meat and Fish,196.6,5.02
61092,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Egg,180,1.29
61093,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Fruits,158.9,5.72
61094,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Vegetables,205.4,0.59
61095,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Pulses and Products,163.3,7.93
61096,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Spices,156.4,8.69
61097,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",190.8,5.01
61098,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Non-alcoholic Beverages,153.5,6.6
61099,2012,2021,December,Jammu and Kashmir,Urban,Food and Beverages,Residual,173,5.23
61100,2012,2021,December,Jammu and Kashmir,Urban,"Pan, Tobacco and Intoxicants",Residual,197.4,-0.15
61101,2012,2021,December,Jammu and Kashmir,Urban,Clothing and Footwear,Clothing,183.4,4.86
61102,2012,2021,December,Jammu and Kashmir,Urban,Clothing and Footwear,Footwear,159.6,4.66
61103,2012,2021,December,Jammu and Kashmir,Urban,Clothing and Footwear,Residual,178.6,4.81
61104,2012,2021,December,Jammu and Kashmir,Urban,Fuel and Light,Residual,185.1,20.19
61105,2012,2021,December,Jammu and Kashmir,Urban,Miscellaneous,Household Goods and Services,161.8,11.36
61106,2012,2021,December,Jammu and Kashmir,Urban,Miscellaneous,Health,157.4,6.71
61107,2012,2021,December,Jammu and Kashmir,Urban,Miscellaneous,Transport and Communication,159.8,7.61
61108,2012,2021,December,Jammu and Kashmir,Urban,Miscellaneous,Education,154.7,0.65
61109,2012,2021,December,Jammu and Kashmir,Urban,Miscellaneous,Residual,159.2,6.28
61110,2012,2021,December,Jharkhand,Combined,Food and Beverages,Cereals and Products,143.4,-2.91
61111,2012,2021,December,Jharkhand,Combined,Food and Beverages,Meat and Fish,186.4,9.65
61112,2012,2021,December,Jharkhand,Combined,Food and Beverages,Egg,158.2,-1.13
61113,2012,2021,December,Jharkhand,Combined,Food and Beverages,Fruits,139.7,4.88
61114,2012,2021,December,Jharkhand,Combined,Food and Beverages,Vegetables,184.9,-14.91
61115,2012,2021,December,Jharkhand,Combined,Food and Beverages,Pulses and Products,154.4,4.04
61116,2012,2021,December,Jharkhand,Combined,Food and Beverages,Spices,154.7,9.79
61117,2012,2021,December,Jharkhand,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",171,6.34
61118,2012,2021,December,Jharkhand,Combined,Food and Beverages,Non-alcoholic Beverages,165.5,11.98
61119,2012,2021,December,Jharkhand,Combined,Food and Beverages,Residual,163.9,1.86
61120,2012,2021,December,Jharkhand,Combined,"Pan, Tobacco and Intoxicants",Residual,164.4,-4.42
61121,2012,2021,December,Jharkhand,Combined,Clothing and Footwear,Clothing,173.2,6.85
61122,2012,2021,December,Jharkhand,Combined,Clothing and Footwear,Footwear,170.7,9.92
61123,2012,2021,December,Jharkhand,Combined,Clothing and Footwear,Residual,172.8,7.13
61124,2012,2021,December,Jharkhand,Combined,Fuel and Light,Residual,184.6,12.84
61125,2012,2021,December,Jharkhand,Combined,Miscellaneous,Household Goods and Services,161.5,4.4
61126,2012,2021,December,Jharkhand,Combined,Miscellaneous,Health,171.4,7.13
61127,2012,2021,December,Jharkhand,Combined,Miscellaneous,Transport and Communication,157.8,7.86
61128,2012,2021,December,Jharkhand,Combined,Miscellaneous,Education,162.7,0.93
61129,2012,2021,December,Jharkhand,Combined,Miscellaneous,Residual,163,5.71
61130,2012,2021,December,Jharkhand,Rural,Food and Beverages,Cereals and Products,140.4,-4.75
61131,2012,2021,December,Jharkhand,Rural,Food and Beverages,Meat and Fish,180.8,12.09
61132,2012,2021,December,Jharkhand,Rural,Food and Beverages,Egg,150.7,-2.52
61133,2012,2021,December,Jharkhand,Rural,Food and Beverages,Fruits,141.3,5.13
61134,2012,2021,December,Jharkhand,Rural,Food and Beverages,Vegetables,167.1,-18.29
61135,2012,2021,December,Jharkhand,Rural,Food and Beverages,Pulses and Products,153.4,3.65
61136,2012,2021,December,Jharkhand,Rural,Food and Beverages,Spices,153.5,10.04
61137,2012,2021,December,Jharkhand,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",169.7,5.93
61138,2012,2021,December,Jharkhand,Rural,Food and Beverages,Non-alcoholic Beverages,179.8,15.18
61139,2012,2021,December,Jharkhand,Rural,Food and Beverages,Residual,160.3,0.94
61140,2012,2021,December,Jharkhand,Rural,"Pan, Tobacco and Intoxicants",Residual,153.9,-8.23
61141,2012,2021,December,Jharkhand,Rural,Clothing and Footwear,Clothing,176,4.95
61142,2012,2021,December,Jharkhand,Rural,Clothing and Footwear,Footwear,178.5,10.8
61143,2012,2021,December,Jharkhand,Rural,Clothing and Footwear,Residual,176.3,5.63
61144,2012,2021,December,Jharkhand,Rural,Fuel and Light,Residual,174.8,10.91
61145,2012,2021,December,Jharkhand,Rural,Miscellaneous,Household Goods and Services,156.9,3.22
61146,2012,2021,December,Jharkhand,Rural,Miscellaneous,Health,177.5,5.97
61147,2012,2021,December,Jharkhand,Rural,Miscellaneous,Transport and Communication,164.1,8.53
61148,2012,2021,December,Jharkhand,Rural,Miscellaneous,Education,165.9,1.28
61149,2012,2021,December,Jharkhand,Rural,Miscellaneous,Residual,167.1,5.63
61150,2012,2021,December,Jharkhand,Urban,Food and Beverages,Cereals and Products,152.5,2.69
61151,2012,2021,December,Jharkhand,Urban,Food and Beverages,Meat and Fish,199.7,4.66
61152,2012,2021,December,Jharkhand,Urban,Food and Beverages,Egg,173.3,1.29
61153,2012,2021,December,Jharkhand,Urban,Food and Beverages,Fruits,138.3,4.61
61154,2012,2021,December,Jharkhand,Urban,Food and Beverages,Vegetables,231.8,-7.69
61155,2012,2021,December,Jharkhand,Urban,Food and Beverages,Pulses and Products,156.9,5.02
61156,2012,2021,December,Jharkhand,Urban,Food and Beverages,Spices,158.3,9.17
61157,2012,2021,December,Jharkhand,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",173.7,7.29
61158,2012,2021,December,Jharkhand,Urban,Food and Beverages,Non-alcoholic Beverages,143.6,6.21
61159,2012,2021,December,Jharkhand,Urban,Food and Beverages,Residual,172.4,3.98
61160,2012,2021,December,Jharkhand,Urban,"Pan, Tobacco and Intoxicants",Residual,202.8,7.93
61161,2012,2021,December,Jharkhand,Urban,Clothing and Footwear,Clothing,167.8,10.76
61162,2012,2021,December,Jharkhand,Urban,Clothing and Footwear,Footwear,155.2,7.85
61163,2012,2021,December,Jharkhand,Urban,Clothing and Footwear,Residual,166.2,10.43
61164,2012,2021,December,Jharkhand,Urban,Fuel and Light,Residual,208.9,17.1
61165,2012,2021,December,Jharkhand,Urban,Miscellaneous,Household Goods and Services,169,6.22
61166,2012,2021,December,Jharkhand,Urban,Miscellaneous,Health,163.5,8.85
61167,2012,2021,December,Jharkhand,Urban,Miscellaneous,Transport and Communication,150.3,6.98
61168,2012,2021,December,Jharkhand,Urban,Miscellaneous,Education,160.8,0.75
61169,2012,2021,December,Jharkhand,Urban,Miscellaneous,Residual,158.2,5.89
61170,2012,2021,December,Karnataka,Combined,Food and Beverages,Cereals and Products,150.2,0.0
61171,2012,2021,December,Karnataka,Combined,Food and Beverages,Meat and Fish,205.5,3.53
61172,2012,2021,December,Karnataka,Combined,Food and Beverages,Egg,182.6,2.7
61173,2012,2021,December,Karnataka,Combined,Food and Beverages,Fruits,163.8,2.57
61174,2012,2021,December,Karnataka,Combined,Food and Beverages,Vegetables,204.1,15.38
61175,2012,2021,December,Karnataka,Combined,Food and Beverages,Pulses and Products,162.6,2.72
61176,2012,2021,December,Karnataka,Combined,Food and Beverages,Spices,175.7,4.21
61177,2012,2021,December,Karnataka,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",187.5,9.59
61178,2012,2021,December,Karnataka,Combined,Food and Beverages,Non-alcoholic Beverages,170.8,11.49
61179,2012,2021,December,Karnataka,Combined,Food and Beverages,Residual,173.5,6.51
61180,2012,2021,December,Karnataka,Combined,"Pan, Tobacco and Intoxicants",Residual,191.2,3.86
61181,2012,2021,December,Karnataka,Combined,Clothing and Footwear,Clothing,171.3,6.0
61182,2012,2021,December,Karnataka,Combined,Clothing and Footwear,Footwear,159.3,8.07
61183,2012,2021,December,Karnataka,Combined,Clothing and Footwear,Residual,169.5,6.34
61184,2012,2021,December,Karnataka,Combined,Fuel and Light,Residual,173.5,7.63
61185,2012,2021,December,Karnataka,Combined,Miscellaneous,Household Goods and Services,159.8,5.48
61186,2012,2021,December,Karnataka,Combined,Miscellaneous,Health,172.9,7.46
61187,2012,2021,December,Karnataka,Combined,Miscellaneous,Transport and Communication,153.1,11.1
61188,2012,2021,December,Karnataka,Combined,Miscellaneous,Education,164.7,3.13
61189,2012,2021,December,Karnataka,Combined,Miscellaneous,Residual,163.4,7.15
61190,2012,2021,December,Karnataka,Rural,Food and Beverages,Cereals and Products,150.7,-0.72
61191,2012,2021,December,Karnataka,Rural,Food and Beverages,Meat and Fish,198.2,3.99
61192,2012,2021,December,Karnataka,Rural,Food and Beverages,Egg,182.8,3.16
61193,2012,2021,December,Karnataka,Rural,Food and Beverages,Fruits,167.9,3.83
61194,2012,2021,December,Karnataka,Rural,Food and Beverages,Vegetables,182.7,13.34
61195,2012,2021,December,Karnataka,Rural,Food and Beverages,Pulses and Products,160,3.9
61196,2012,2021,December,Karnataka,Rural,Food and Beverages,Spices,181.8,6.44
61197,2012,2021,December,Karnataka,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",183,10.24
61198,2012,2021,December,Karnataka,Rural,Food and Beverages,Non-alcoholic Beverages,177.5,11.92
61199,2012,2021,December,Karnataka,Rural,Food and Beverages,Residual,170.4,6.5
61200,2012,2021,December,Karnataka,Rural,"Pan, Tobacco and Intoxicants",Residual,187.3,3.2
61201,2012,2021,December,Karnataka,Rural,Clothing and Footwear,Clothing,172.1,6.23
61202,2012,2021,December,Karnataka,Rural,Clothing and Footwear,Footwear,169.4,8.8
61203,2012,2021,December,Karnataka,Rural,Clothing and Footwear,Residual,171.8,6.71
61204,2012,2021,December,Karnataka,Rural,Fuel and Light,Residual,161.6,1.57
61205,2012,2021,December,Karnataka,Rural,Miscellaneous,Household Goods and Services,161.5,5.07
61206,2012,2021,December,Karnataka,Rural,Miscellaneous,Health,170.8,6.75
61207,2012,2021,December,Karnataka,Rural,Miscellaneous,Transport and Communication,157.2,6.65
61208,2012,2021,December,Karnataka,Rural,Miscellaneous,Education,163.4,2.57
61209,2012,2021,December,Karnataka,Rural,Miscellaneous,Residual,164.7,5.58
61210,2012,2021,December,Karnataka,Urban,Food and Beverages,Cereals and Products,149.5,1.15
61211,2012,2021,December,Karnataka,Urban,Food and Beverages,Meat and Fish,216.4,2.9
61212,2012,2021,December,Karnataka,Urban,Food and Beverages,Egg,182.4,2.07
61213,2012,2021,December,Karnataka,Urban,Food and Beverages,Fruits,159.6,1.2
61214,2012,2021,December,Karnataka,Urban,Food and Beverages,Vegetables,236.8,17.93
61215,2012,2021,December,Karnataka,Urban,Food and Beverages,Pulses and Products,166.9,0.97
61216,2012,2021,December,Karnataka,Urban,Food and Beverages,Spices,165.7,0.42
61217,2012,2021,December,Karnataka,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",191.3,9.06
61218,2012,2021,December,Karnataka,Urban,Food and Beverages,Non-alcoholic Beverages,163.2,10.87
61219,2012,2021,December,Karnataka,Urban,Food and Beverages,Residual,177.5,6.48
61220,2012,2021,December,Karnataka,Urban,"Pan, Tobacco and Intoxicants",Residual,201.2,5.51
61221,2012,2021,December,Karnataka,Urban,Clothing and Footwear,Clothing,170.3,5.71
61222,2012,2021,December,Karnataka,Urban,Clothing and Footwear,Footwear,148.7,7.29
61223,2012,2021,December,Karnataka,Urban,Clothing and Footwear,Residual,166.8,5.9
61224,2012,2021,December,Karnataka,Urban,Fuel and Light,Residual,188.1,14.84
61225,2012,2021,December,Karnataka,Urban,Miscellaneous,Household Goods and Services,158.4,5.81
61226,2012,2021,December,Karnataka,Urban,Miscellaneous,Health,176.4,8.55
61227,2012,2021,December,Karnataka,Urban,Miscellaneous,Transport and Communication,150.2,14.66
61228,2012,2021,December,Karnataka,Urban,Miscellaneous,Education,165.2,3.38
61229,2012,2021,December,Karnataka,Urban,Miscellaneous,Residual,162.3,8.56
61230,2012,2021,December,Kerala,Combined,Food and Beverages,Cereals and Products,145.5,2.32
61231,2012,2021,December,Kerala,Combined,Food and Beverages,Meat and Fish,191.6,-2.89
61232,2012,2021,December,Kerala,Combined,Food and Beverages,Egg,183.3,3.33
61233,2012,2021,December,Kerala,Combined,Food and Beverages,Fruits,182.5,3.46
61234,2012,2021,December,Kerala,Combined,Food and Beverages,Vegetables,215.1,25.35
61235,2012,2021,December,Kerala,Combined,Food and Beverages,Pulses and Products,174.1,1.81
61236,2012,2021,December,Kerala,Combined,Food and Beverages,Spices,181.1,2.32
61237,2012,2021,December,Kerala,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",183.4,3.5
61238,2012,2021,December,Kerala,Combined,Food and Beverages,Non-alcoholic Beverages,152.2,5.99
61239,2012,2021,December,Kerala,Combined,Food and Beverages,Residual,180.6,3.61
61240,2012,2021,December,Kerala,Combined,"Pan, Tobacco and Intoxicants",Residual,200.5,2.35
61241,2012,2021,December,Kerala,Combined,Clothing and Footwear,Clothing,162.3,6.22
61242,2012,2021,December,Kerala,Combined,Clothing and Footwear,Footwear,144.8,4.93
61243,2012,2021,December,Kerala,Combined,Clothing and Footwear,Residual,160,6.03
61244,2012,2021,December,Kerala,Combined,Fuel and Light,Residual,182,14.39
61245,2012,2021,December,Kerala,Combined,Miscellaneous,Household Goods and Services,170.2,8.75
61246,2012,2021,December,Kerala,Combined,Miscellaneous,Health,165.6,6.36
61247,2012,2021,December,Kerala,Combined,Miscellaneous,Transport and Communication,156.5,7.49
61248,2012,2021,December,Kerala,Combined,Miscellaneous,Education,175.7,3.47
61249,2012,2021,December,Kerala,Combined,Miscellaneous,Residual,163.5,5.01
61250,2012,2021,December,Kerala,Rural,Food and Beverages,Cereals and Products,145.6,2.54
61251,2012,2021,December,Kerala,Rural,Food and Beverages,Meat and Fish,195.7,-2.05
61252,2012,2021,December,Kerala,Rural,Food and Beverages,Egg,174.4,6.08
61253,2012,2021,December,Kerala,Rural,Food and Beverages,Fruits,178.5,3.84
61254,2012,2021,December,Kerala,Rural,Food and Beverages,Vegetables,207.5,23.59
61255,2012,2021,December,Kerala,Rural,Food and Beverages,Pulses and Products,174.6,3.01
61256,2012,2021,December,Kerala,Rural,Food and Beverages,Spices,181,2.55
61257,2012,2021,December,Kerala,Rural,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",183.3,3.38
61258,2012,2021,December,Kerala,Rural,Food and Beverages,Non-alcoholic Beverages,152.1,7.64
61259,2012,2021,December,Kerala,Rural,Food and Beverages,Residual,180.1,3.68
61260,2012,2021,December,Kerala,Rural,"Pan, Tobacco and Intoxicants",Residual,202.5,2.43
61261,2012,2021,December,Kerala,Rural,Clothing and Footwear,Clothing,167.5,5.74
61262,2012,2021,December,Kerala,Rural,Clothing and Footwear,Footwear,149.9,5.12
61263,2012,2021,December,Kerala,Rural,Clothing and Footwear,Residual,165.2,5.69
61264,2012,2021,December,Kerala,Rural,Fuel and Light,Residual,181.8,12.64
61265,2012,2021,December,Kerala,Rural,Miscellaneous,Household Goods and Services,165.2,6.93
61266,2012,2021,December,Kerala,Rural,Miscellaneous,Health,169.8,6.46
61267,2012,2021,December,Kerala,Rural,Miscellaneous,Transport and Communication,158.9,7.29
61268,2012,2021,December,Kerala,Rural,Miscellaneous,Education,167.6,2.76
61269,2012,2021,December,Kerala,Rural,Miscellaneous,Residual,163.7,4.33
61270,2012,2021,December,Kerala,Urban,Food and Beverages,Cereals and Products,145.3,1.75
61271,2012,2021,December,Kerala,Urban,Food and Beverages,Meat and Fish,180.9,-5.24
61272,2012,2021,December,Kerala,Urban,Food and Beverages,Egg,204.2,-1.92
61273,2012,2021,December,Kerala,Urban,Food and Beverages,Fruits,191.7,2.62
61274,2012,2021,December,Kerala,Urban,Food and Beverages,Vegetables,234.5,29.63
61275,2012,2021,December,Kerala,Urban,Food and Beverages,Pulses and Products,172.9,-1.09
61276,2012,2021,December,Kerala,Urban,Food and Beverages,Spices,181.4,1.74
61277,2012,2021,December,Kerala,Urban,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",183.7,3.79
61278,2012,2021,December,Kerala,Urban,Food and Beverages,Non-alcoholic Beverages,152.3,2.15
61279,2012,2021,December,Kerala,Urban,Food and Beverages,Residual,181.9,3.41
61280,2012,2021,December,Kerala,Urban,"Pan, Tobacco and Intoxicants",Residual,194.3,2.21
61281,2012,2021,December,Kerala,Urban,Clothing and Footwear,Clothing,150.9,7.33
61282,2012,2021,December,Kerala,Urban,Clothing and Footwear,Footwear,133.3,4.55
61283,2012,2021,December,Kerala,Urban,Clothing and Footwear,Residual,148.7,7.06
61284,2012,2021,December,Kerala,Urban,Fuel and Light,Residual,182.3,18.3
61285,2012,2021,December,Kerala,Urban,Miscellaneous,Household Goods and Services,180,12.15
61286,2012,2021,December,Kerala,Urban,Miscellaneous,Health,155.1,6.02
61287,2012,2021,December,Kerala,Urban,Miscellaneous,Transport and Communication,152.7,7.76
61288,2012,2021,December,Kerala,Urban,Miscellaneous,Education,188.6,4.43
61289,2012,2021,December,Kerala,Urban,Miscellaneous,Residual,163,6.33
61290,2012,2021,December,Lakshadweep,Combined,Food and Beverages,Residual,175.9,-4.14
61291,2012,2021,December,Lakshadweep,Combined,"Pan, Tobacco and Intoxicants",Residual,240.1,12.35
61292,2012,2021,December,Lakshadweep,Combined,Clothing and Footwear,Residual,176,8.44
61293,2012,2021,December,Lakshadweep,Combined,Fuel and Light,Residual,195.6,12.35
61294,2012,2021,December,Lakshadweep,Combined,Miscellaneous,Residual,133.4,4.79
61295,2012,2021,December,Lakshadweep,Rural,Food and Beverages,Residual,184.7,-2.22
61296,2012,2021,December,Lakshadweep,Rural,"Pan, Tobacco and Intoxicants",Residual,243.7,28.74
61297,2012,2021,December,Lakshadweep,Rural,Clothing and Footwear,Residual,187.1,11.44
61298,2012,2021,December,Lakshadweep,Rural,Fuel and Light,Residual,225.3,9.74
61299,2012,2021,December,Lakshadweep,Rural,Miscellaneous,Residual,146.4,6.86
61300,2012,2021,December,Lakshadweep,Urban,Food and Beverages,Residual,165,-6.62
61301,2012,2021,December,Lakshadweep,Urban,"Pan, Tobacco and Intoxicants",Residual,236.9,0.89
61302,2012,2021,December,Lakshadweep,Urban,Clothing and Footwear,Residual,161,4.01
61303,2012,2021,December,Lakshadweep,Urban,Fuel and Light,Residual,166.1,16.07
61304,2012,2021,December,Lakshadweep,Urban,Miscellaneous,Residual,121.9,2.61
61305,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Cereals and Products,145.5,5.97
61306,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Meat and Fish,201.3,6.17
61307,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Egg,176.9,2.97
61308,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Fruits,148.8,1.16
61309,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Vegetables,167.4,-13.35
61310,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Pulses and Products,162.7,-0.31
61311,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Spices,172.3,3.67
61312,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,"Prepared Meals, Snacks, Sweets etc.",172.2,6.82
61313,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Non-alcoholic Beverages,160.6,10.53
61314,2012,2021,December,Madhya Pradesh,Combined,Food and Beverages,Residual,161.1,3.67
61315,2012,2021,December,Madhya Pradesh,Combined,"Pan, Tobacco and Intoxicants",Residual,204,4.08
61316,2012,2021,December,Madhya Pradesh,Combined,Clothing and Footwear,Clothing,174.2,10.04
